neg,neu,pos,compound
0.273,0.629,0.098,-0.6122
0.032,0.793,0.175,0.9737
0.081,0.919,0.0,-0.5773
0.176,0.738,0.086,-0.4469
0.043,0.884,0.073,0.2746
0.051,0.71,0.239,0.997
0.0,0.426,0.574,0.9552
0.143,0.716,0.14,-0.0516
0.015,0.829,0.156,0.9314
0.066,0.915,0.019,-0.7266
0.075,0.903,0.022,-0.6942
0.044,0.901,0.054,0.5396
0.0,0.759,0.241,0.7906
0.146,0.745,0.109,-0.1027
0.108,0.712,0.179,0.5705
0.091,0.796,0.113,0.305
0.0,0.694,0.306,0.9728
0.088,0.709,0.203,0.9806
0.169,0.711,0.12,-0.5522
0.079,0.744,0.177,0.9416
0.0,0.851,0.149,0.9317
0.0,0.713,0.287,0.9233
0.0,0.859,0.141,0.9254
0.0,0.676,0.324,0.8442
0.0,0.813,0.187,0.8171
0.021,0.784,0.196,0.9701
0.251,0.672,0.077,-0.6597
0.029,0.887,0.085,0.6237
0.069,0.653,0.278,0.7276
0.0,0.651,0.349,0.8214
0.033,0.835,0.132,0.9419
0.102,0.764,0.134,0.6968
0.063,0.763,0.175,0.5039
0.026,0.709,0.265,0.9678
0.0,0.688,0.312,0.9784
0.159,0.744,0.097,-0.1268
0.0,0.618,0.382,0.8885
0.054,0.81,0.137,0.7351
0.025,0.684,0.291,0.9349
0.0,0.59,0.41,0.9102
0.0,0.631,0.369,0.9866
0.187,0.734,0.078,-0.9321
0.0,0.867,0.133,0.6705
0.118,0.74,0.142,0.4939
0.127,0.771,0.102,0.0018
0.0,1.0,0.0,0.0
0.06,0.677,0.263,0.8885
0.0,0.831,0.169,0.8957
0.019,0.854,0.127,0.9349
0.0,0.741,0.259,0.9838
0.0,0.787,0.213,0.8555
0.054,0.807,0.139,0.5413
0.0,0.565,0.435,0.8585
0.0,0.816,0.184,0.743
0.177,0.516,0.306,0.5428
0.0,0.829,0.171,0.5499
0.0,0.503,0.497,0.872
0.129,0.769,0.102,-0.0
0.028,0.857,0.115,0.8316
0.0,0.731,0.269,0.9708
0.0,0.931,0.069,0.5859
0.047,0.889,0.065,0.1583
0.038,0.916,0.045,0.1406
0.034,0.812,0.154,0.9217
0.0,1.0,0.0,0.0
0.007,0.87,0.124,0.9708
0.032,0.688,0.28,0.956
0.0,1.0,0.0,0.0
0.25,0.592,0.159,-0.5229
0.052,0.853,0.095,0.4307
0.012,0.941,0.047,0.4588
0.062,0.787,0.152,0.4939
0.0,0.748,0.252,0.7496
0.034,0.891,0.075,0.5635
0.059,0.836,0.106,0.5023
0.0,0.767,0.233,0.7843
0.068,0.765,0.167,0.8038
0.0,0.789,0.211,0.4939
0.0,0.691,0.309,0.8004
0.047,0.851,0.103,0.5815
0.0,0.694,0.306,0.9744
0.0,0.771,0.229,0.7906
0.0,0.768,0.232,0.7875
0.0,0.862,0.138,0.8042
0.0,0.926,0.074,0.4019
0.0,0.632,0.368,0.7906
0.042,0.835,0.123,0.7245
0.0,0.592,0.408,0.9199
0.0,0.817,0.183,0.7579
0.172,0.583,0.245,0.5423
0.0,0.715,0.285,0.7501
0.1,0.836,0.064,-0.5979
0.035,0.86,0.105,0.7611
0.013,0.765,0.222,0.9889
0.039,0.961,0.0,-0.2732
0.166,0.834,0.0,-0.5233
0.017,0.909,0.074,0.7501
0.061,0.85,0.089,-0.2225
0.0,0.911,0.089,0.2382
0.253,0.747,0.0,-0.8689
0.047,0.711,0.242,0.891
0.049,0.951,0.0,-0.1025
0.0,0.815,0.185,0.7283
0.016,0.773,0.211,0.958
0.018,0.844,0.138,0.8858
0.047,0.896,0.057,0.09
0.216,0.784,0.0,-0.5553
0.032,0.83,0.138,0.9619
0.021,0.749,0.23,0.964
0.043,0.809,0.149,0.9201
0.049,0.667,0.284,0.8625
0.038,0.756,0.206,0.9544
0.08,0.758,0.161,0.6954
0.0,0.818,0.182,0.9923
0.02,0.835,0.145,0.9001
0.0,0.77,0.23,0.9176
0.0,0.708,0.292,0.9213
0.052,0.778,0.17,0.7811
0.0,0.787,0.213,0.9562
0.051,0.909,0.04,0.1601
0.105,0.726,0.169,0.3018
0.0,1.0,0.0,0.0
0.0,0.793,0.207,0.9153
0.107,0.751,0.142,0.7083
0.0,0.851,0.149,0.6976
0.115,0.767,0.117,0.2918
0.087,0.893,0.02,-0.7579
0.045,0.884,0.071,0.3662
0.068,0.742,0.191,0.8384
0.046,0.796,0.158,0.8777
0.081,0.733,0.186,0.9621
0.014,0.88,0.106,0.8902
0.165,0.761,0.074,-0.5042
0.0,0.843,0.157,0.9349
0.168,0.633,0.199,0.4514
0.0,0.665,0.335,0.7931
0.0,0.601,0.399,0.9358
0.13,0.561,0.309,0.9033
0.081,0.744,0.175,0.9791
0.095,0.652,0.253,0.9562
0.0,0.717,0.283,0.8074
0.0,0.881,0.119,0.884
0.053,0.905,0.042,0.0717
0.0,0.882,0.118,0.6467
0.0,0.622,0.378,0.9245
0.0,0.73,0.27,0.9424
0.0,0.766,0.234,0.9042
0.0,1.0,0.0,0.0
0.071,0.805,0.124,0.9259
0.058,0.843,0.099,0.6165
0.0,0.856,0.144,0.9444
0.039,0.759,0.203,0.9447
0.01,0.845,0.145,0.9583
0.0,0.583,0.417,0.9114
0.0,0.712,0.288,0.8519
0.05,0.737,0.213,0.935
0.036,0.723,0.241,0.8313
0.018,0.787,0.195,0.9875
0.048,0.753,0.199,0.7821
0.0,0.864,0.136,0.5017
0.0,0.698,0.302,0.913
0.144,0.591,0.264,0.8522
0.0,0.785,0.215,0.9339
0.05,0.908,0.042,-0.1531
0.105,0.817,0.078,-0.25
0.0,0.849,0.151,0.5346
0.087,0.709,0.205,0.4576
0.035,0.675,0.29,0.9295
0.0,0.771,0.229,0.8074
0.037,0.634,0.33,0.9657
0.0,0.923,0.077,0.2732
0.144,0.73,0.125,-0.3692
0.0,0.743,0.257,0.8062
0.015,0.717,0.268,0.9875
0.0,0.879,0.121,0.8338
0.0,0.919,0.081,0.2382
0.029,0.883,0.087,0.8047
0.092,0.642,0.266,0.9461
0.0,0.687,0.313,0.8442
0.082,0.705,0.213,0.8048
0.054,0.62,0.326,0.9795
0.0,0.857,0.143,0.8968
0.0,0.726,0.274,0.8802
0.0,0.726,0.274,0.8271
0.0,0.727,0.273,0.9434
0.0,0.745,0.255,0.8481
0.031,0.969,0.0,-0.1531
0.0,0.503,0.497,0.9571
0.0,0.751,0.249,0.9169
0.014,0.721,0.265,0.9815
0.027,0.927,0.046,0.2617
0.244,0.715,0.041,-0.8983
0.0,0.884,0.116,0.5673
0.123,0.775,0.102,-0.3847
0.05,0.795,0.154,0.9098
0.0,0.943,0.057,0.2617
0.079,0.894,0.027,-0.8805
0.0,0.69,0.31,0.978
0.0,0.786,0.214,0.8908
0.0,0.684,0.316,0.9409
0.026,0.839,0.136,0.9243
0.0,0.777,0.223,0.8843
0.084,0.795,0.121,0.5526
0.039,0.773,0.189,0.8658
0.073,0.748,0.179,0.6846
0.063,0.886,0.051,0.4291
0.0,0.885,0.115,0.9136
0.0,0.581,0.419,0.9285
0.0,0.791,0.209,0.6696
0.056,0.885,0.06,0.0534
0.0,0.892,0.108,0.6249
0.038,0.864,0.097,0.7865
0.031,0.57,0.399,0.9719
0.0,0.525,0.475,0.926
0.05,0.774,0.176,0.8253
0.0,0.906,0.094,0.6369
0.048,0.645,0.306,0.945
0.0,0.83,0.17,0.6249
0.056,0.712,0.232,0.802
0.023,0.744,0.233,0.982
0.032,0.839,0.129,0.8137
0.024,0.933,0.043,0.0957
0.03,0.748,0.222,0.924
0.0,0.679,0.321,0.9153
0.0,0.876,0.124,0.9876
0.0,0.626,0.374,0.9296
0.0,0.887,0.113,0.6369
0.0,0.932,0.068,0.3612
0.048,0.793,0.159,0.9954
0.016,0.896,0.088,0.9912
0.047,0.843,0.111,0.6428
0.0,0.573,0.427,0.8658
0.0,0.385,0.615,0.9672
0.037,0.89,0.072,0.9301
0.067,0.837,0.096,0.7274
0.107,0.752,0.141,0.4767
0.16,0.535,0.305,0.7579
0.0,0.579,0.421,0.9127
0.095,0.905,0.0,-0.4973
0.108,0.53,0.362,0.9097
0.0,0.805,0.195,0.7003
0.0,0.695,0.305,0.9078
0.162,0.718,0.12,-0.5376
0.02,0.757,0.224,0.963
0.054,0.703,0.242,0.8542
0.0,0.8,0.2,0.9669
0.0,0.827,0.173,0.7845
0.0,0.649,0.351,0.7146
0.091,0.909,0.0,-0.296
0.0,0.594,0.406,0.8356
0.0,0.726,0.274,0.8271
0.0,0.707,0.293,0.9117
0.061,0.775,0.164,0.7856
0.042,0.761,0.197,0.9573
0.066,0.838,0.095,0.7274
0.039,0.654,0.307,0.9618
0.023,0.859,0.118,0.8803
0.127,0.738,0.135,0.2845
0.076,0.762,0.162,0.9075
0.019,0.818,0.163,0.9984
0.145,0.517,0.338,0.6908
0.036,0.792,0.172,0.8355
0.0,0.747,0.253,0.9509
0.048,0.914,0.038,-0.1007
0.025,0.906,0.068,0.5129
0.0,0.888,0.112,0.6478
0.025,0.948,0.027,0.0258
0.0,0.786,0.214,0.7184
0.045,0.841,0.114,0.8625
0.049,0.794,0.158,0.8748
0.01,0.821,0.17,0.9833
0.0,0.83,0.17,0.7901
0.126,0.699,0.175,0.8641
0.086,0.823,0.092,0.8168
0.0,0.829,0.171,0.5719
0.069,0.795,0.135,0.9827
0.092,0.692,0.217,0.9366
0.13,0.847,0.023,-0.8286
0.069,0.795,0.135,0.9827
0.086,0.823,0.092,0.8168
0.079,0.845,0.076,0.2277
0.039,0.873,0.088,0.3095
0.019,0.682,0.299,0.9837
0.0,0.662,0.338,0.8934
0.097,0.619,0.285,0.7946
0.031,0.723,0.246,0.9733
0.042,0.831,0.127,0.9489
0.0,0.689,0.311,0.7774
0.125,0.875,0.0,-0.6941
0.0,0.819,0.181,0.9062
0.0,0.882,0.118,0.886
0.0,0.726,0.274,0.7784
0.088,0.765,0.147,0.6124
0.0,0.713,0.287,0.9167
0.084,0.75,0.166,0.9648
0.133,0.766,0.101,-0.5565
0.0,0.631,0.369,0.9846
0.041,0.86,0.099,0.7251
0.0,0.862,0.138,0.8585
0.091,0.794,0.115,0.2006
0.0,0.902,0.098,0.6022
0.0,0.712,0.288,0.8979
0.0,0.84,0.16,0.6573
0.0,0.808,0.192,0.9318
0.0,0.932,0.068,0.4939
0.0,0.738,0.262,0.9489
0.052,0.86,0.088,0.3041
0.088,0.753,0.159,0.7182
0.161,0.839,0.0,-0.5574
0.0,0.682,0.318,0.959
0.0,0.849,0.151,0.5065
0.0,0.717,0.283,0.9484
0.118,0.747,0.135,0.5007
0.04,0.835,0.124,0.9003
0.0,0.894,0.106,0.7959
0.0,0.854,0.146,0.7184
0.009,0.664,0.327,0.9933
0.0,0.819,0.181,0.8689
0.0,0.691,0.309,0.8172
0.0,0.766,0.234,0.9212
0.0,0.51,0.49,0.9096
0.013,0.789,0.198,0.9949
0.025,0.843,0.131,0.7215
0.0,0.757,0.243,0.8102
0.0,0.72,0.28,0.9371
0.0,0.854,0.146,0.8126
0.0,0.726,0.274,0.8009
0.104,0.767,0.129,0.6764
0.0,0.849,0.151,0.6705
0.231,0.769,0.0,-0.961
0.035,0.81,0.155,0.8655
0.03,0.88,0.091,0.7724
0.0,0.939,0.061,0.2724
0.0,0.765,0.235,0.8062
0.052,0.482,0.466,0.954
0.0,0.691,0.309,0.8588
0.0,0.557,0.443,0.9361
0.0,0.817,0.183,0.7402
0.126,0.692,0.181,0.4948
0.076,0.8,0.124,0.2714
0.039,0.814,0.147,0.9529
0.0,0.925,0.075,0.4102
0.042,0.625,0.333,0.8689
0.078,0.859,0.063,-0.2479
0.045,0.838,0.117,0.9213
0.047,0.871,0.082,0.9062
0.041,0.815,0.144,0.6808
0.049,0.756,0.195,0.9354
0.099,0.775,0.126,0.77
0.047,0.807,0.146,0.6588
0.0,0.745,0.255,0.836
0.0,0.767,0.233,0.836
0.074,0.634,0.292,0.7351
0.028,0.843,0.129,0.9974
0.049,0.871,0.08,0.9759
0.015,0.838,0.147,0.9153
0.033,0.813,0.155,0.9984
0.012,0.735,0.253,0.9962
0.065,0.858,0.077,0.1222
0.0,0.718,0.282,0.9493
0.0,0.926,0.074,0.5777
0.0,0.745,0.255,0.8721
0.0,0.885,0.115,0.7463
0.0,0.843,0.157,0.7796
0.067,0.609,0.324,0.8517
0.037,0.786,0.176,0.9899
0.041,0.7,0.259,0.9938
0.011,0.812,0.177,0.9526
0.15,0.772,0.078,-0.8655
0.076,0.794,0.13,0.9612
0.021,0.86,0.118,0.962
0.07,0.868,0.062,0.3903
0.075,0.877,0.049,-0.3933
0.073,0.579,0.347,0.8748
0.0,0.548,0.452,0.9538
0.0,0.756,0.244,0.9167
0.18,0.782,0.038,-0.9803
0.0,0.784,0.216,0.9647
0.0,0.79,0.21,0.7269
0.037,0.739,0.224,0.966
0.0,0.903,0.097,0.4404
0.0,0.849,0.151,0.9118
0.0,0.701,0.299,0.893
0.028,0.811,0.161,0.964
0.025,0.86,0.115,0.9037
0.014,0.786,0.2,0.9507
0.0,0.717,0.283,0.7964
0.0,0.826,0.174,0.6197
0.0,0.847,0.153,0.9854
0.054,0.715,0.231,0.8475
0.0,0.757,0.243,0.9517
0.231,0.721,0.048,-0.8346
0.093,0.709,0.198,0.5505
0.065,0.761,0.174,0.9075
0.0,0.767,0.233,0.9493
0.026,0.853,0.12,0.8626
0.0,0.795,0.205,0.9127
0.017,0.757,0.226,0.939
0.03,0.705,0.265,0.9965
0.06,0.695,0.245,0.8699
0.069,0.758,0.173,0.981
0.116,0.775,0.11,-0.0779
0.037,0.739,0.224,0.9321
0.0,0.786,0.214,0.9041
0.053,0.706,0.24,0.9746
0.07,0.577,0.353,0.9407
0.076,0.67,0.254,0.8926
0.054,0.819,0.128,0.9187
0.052,0.887,0.062,0.1027
0.0,0.802,0.198,0.8454
0.0,0.92,0.08,0.6808
0.0,0.731,0.269,0.7906
0.0,0.691,0.309,0.9246
0.078,0.837,0.085,-0.1738
0.152,0.734,0.114,-0.3754
0.0,0.871,0.129,0.6369
0.0,0.696,0.304,0.762
0.0,0.699,0.301,0.8585
0.065,0.881,0.054,-0.1007
0.0,0.639,0.361,0.9062
0.0,0.502,0.498,0.8979
0.0,0.744,0.256,0.8655
0.027,0.57,0.403,0.9916
0.025,0.796,0.179,0.9483
0.0,0.756,0.244,0.9582
0.065,0.648,0.287,0.9646
0.094,0.635,0.272,0.8925
0.136,0.81,0.055,-0.7719
0.034,0.815,0.151,0.6486
0.0,0.857,0.143,0.8584
0.046,0.648,0.306,0.9477
0.0,0.65,0.35,0.8832
0.102,0.772,0.126,0.5989
0.022,0.791,0.186,0.8723
0.082,0.843,0.075,-0.1184
0.086,0.784,0.13,0.2003
0.0,0.781,0.219,0.9761
0.053,0.66,0.287,0.8438
0.015,0.838,0.147,0.9168
0.0,0.795,0.205,0.7717
0.0,0.813,0.187,0.9414
0.043,0.719,0.238,0.9265
0.092,0.721,0.187,0.8624
0.062,0.77,0.168,0.8299
0.094,0.841,0.066,-0.0964
0.147,0.684,0.169,0.4588
0.061,0.611,0.328,0.8463
0.05,0.788,0.162,0.9273
0.109,0.891,0.0,-0.4168
0.084,0.812,0.104,0.4462
0.066,0.842,0.092,0.8316
0.047,0.631,0.322,0.9885
0.033,0.666,0.301,0.9507
0.037,0.851,0.112,0.5574
0.326,0.579,0.095,-0.8388
0.16,0.84,0.0,-0.743
0.19,0.709,0.1,-0.8928
0.0,0.785,0.215,0.9504
0.0,0.832,0.168,0.9655
0.056,0.789,0.154,0.8656
0.033,0.846,0.121,0.8995
0.0,0.859,0.141,0.9391
0.0,0.833,0.167,0.6808
0.0,0.883,0.117,0.8745
0.038,0.739,0.224,0.9924
0.009,0.927,0.064,0.8555
0.046,0.864,0.091,0.4749
0.0,0.5,0.5,0.8996
0.0,0.959,0.041,0.296
0.0,0.751,0.249,0.9616
0.075,0.822,0.103,0.6822
0.0,0.674,0.326,0.9842
0.127,0.602,0.271,0.8225
0.0,0.725,0.275,0.8172
0.046,0.793,0.161,0.5367
0.068,0.658,0.274,0.9012
0.0,0.734,0.266,0.9348
0.0,0.855,0.145,0.9041
0.0,0.646,0.354,0.8519
0.0,0.822,0.178,0.8748
0.0,0.871,0.129,0.4588
0.025,0.775,0.2,0.9338
0.177,0.823,0.0,-0.7781
0.237,0.763,0.0,-0.4767
0.0,0.661,0.339,0.9371
0.0,0.851,0.149,0.9446
0.07,0.754,0.175,0.7964
0.042,0.828,0.131,0.9671
0.013,0.788,0.2,0.966
0.0,0.746,0.254,0.8
0.037,0.73,0.233,0.9701
0.0,0.85,0.15,0.9793
0.0,0.872,0.128,0.6124
0.0,0.791,0.209,0.9557
0.036,0.759,0.205,0.9515
0.035,0.734,0.231,0.9647
0.044,0.683,0.272,0.9237
0.039,0.935,0.026,-0.2263
0.0,0.764,0.236,0.8104
0.092,0.708,0.2,0.9621
0.063,0.81,0.127,0.9128
0.0,0.896,0.104,0.4995
0.103,0.781,0.116,-0.6859
0.019,0.831,0.15,0.8381
0.0,0.772,0.228,0.9517
0.043,0.957,0.0,-0.25
0.0,0.665,0.335,0.8777
0.029,0.755,0.216,0.8807
0.065,0.855,0.08,0.1857
0.049,0.803,0.148,0.8289
0.131,0.529,0.34,0.915
0.0,0.754,0.246,0.9663
0.095,0.729,0.175,0.684
0.027,0.846,0.128,0.9667
0.015,0.841,0.143,0.9931
0.091,0.677,0.232,0.7865
0.057,0.586,0.357,0.9809
0.036,0.752,0.211,0.93
0.117,0.666,0.217,0.8216
0.071,0.833,0.096,0.0
0.087,0.699,0.215,0.7764
0.0,0.601,0.399,0.9487
0.062,0.72,0.218,0.9138
0.0,0.894,0.106,0.7574
0.0,0.725,0.275,0.9448
0.048,0.745,0.207,0.9555
0.025,0.725,0.25,0.972
0.069,0.875,0.055,-0.4165
0.163,0.731,0.106,-0.8658
0.0,0.806,0.194,0.7717
0.097,0.8,0.103,0.3291
0.023,0.827,0.15,0.9539
0.0,0.861,0.139,0.9336
0.0,0.901,0.099,0.6187
0.0,0.641,0.359,0.9916
0.0,0.61,0.39,0.9764
0.0,0.862,0.138,0.5927
0.0,0.705,0.295,0.9558
0.065,0.758,0.177,0.7243
0.0,0.84,0.16,0.6369
0.0,0.584,0.416,0.9201
0.155,0.808,0.038,-0.7251
0.0,0.651,0.349,0.8805
0.0,0.662,0.338,0.9359
0.116,0.689,0.195,0.5859
0.0,0.817,0.183,0.8994
0.0,0.707,0.293,0.8445
0.0,0.684,0.316,0.9249
0.067,0.786,0.147,0.4846
0.0,0.739,0.261,0.7717
0.055,0.616,0.329,0.7698
0.0,0.816,0.184,0.8412
0.0,0.815,0.185,0.7584
0.059,0.663,0.278,0.9924
0.0,0.881,0.119,0.6369
0.032,0.867,0.1,0.8399
0.0,0.821,0.179,0.6858
0.0,0.808,0.192,0.921
0.072,0.685,0.244,0.7412
0.0,0.688,0.312,0.97
0.0,0.624,0.376,0.9729
0.065,0.703,0.232,0.7521
0.0,0.473,0.527,0.9392
0.0,0.755,0.245,0.8439
0.0,0.785,0.215,0.8856
0.069,0.681,0.25,0.9105
0.089,0.649,0.262,0.8692
0.0,0.828,0.172,0.6988
0.064,0.666,0.27,0.9358
0.0,0.744,0.256,0.8519
0.0,0.866,0.134,0.6696
0.0,0.834,0.166,0.6953
0.0,0.821,0.179,0.7747
0.0,0.751,0.249,0.7425
0.058,0.845,0.096,0.5542
0.212,0.733,0.056,-0.6169
0.0,0.833,0.167,0.9393
0.036,0.904,0.06,0.6027
0.077,0.654,0.269,0.836
0.039,0.783,0.178,0.8316
0.0,0.614,0.386,0.8834
0.047,0.777,0.176,0.6674
0.0,0.838,0.162,0.6597
0.0,0.874,0.126,0.3818
0.0,0.826,0.174,0.8264
0.0,0.73,0.27,0.8341
0.022,0.676,0.302,0.9559
0.051,0.829,0.121,0.484
0.0,0.7,0.3,0.8934
0.069,0.662,0.27,0.802
0.0,0.723,0.277,0.807
0.036,0.854,0.11,0.8462
0.0,0.783,0.217,0.882
0.036,0.773,0.191,0.8316
0.014,0.865,0.121,0.8516
0.054,0.71,0.236,0.75
0.0,0.733,0.267,0.8402
0.085,0.762,0.154,0.8888
0.0,0.847,0.153,0.967
0.059,0.59,0.351,0.836
0.0,0.742,0.258,0.8268
0.0,0.629,0.371,0.8807
0.024,0.793,0.184,0.8778
0.0,0.729,0.271,0.9573
0.03,0.846,0.124,0.743
0.0,0.653,0.347,0.8417
0.097,0.792,0.111,0.1922
0.0,0.614,0.386,0.9377
0.054,0.795,0.151,0.7178
0.063,0.726,0.211,0.7588
0.18,0.82,0.0,-0.6705
0.0,0.803,0.197,0.7477
0.137,0.733,0.13,-0.0451
0.0,0.794,0.206,0.8573
0.0,0.765,0.235,0.8122
0.0,0.636,0.364,0.9625
0.131,0.697,0.171,0.4304
0.0,0.752,0.248,0.872
0.018,0.666,0.316,0.9818
0.0,0.896,0.104,0.743
0.0,0.92,0.08,0.1901
0.0,0.582,0.418,0.9041
0.0,0.892,0.108,0.6542
0.101,0.741,0.158,0.2392
0.044,0.863,0.093,0.4888
0.107,0.685,0.208,0.397
0.015,0.913,0.073,0.7903
0.0,0.777,0.223,0.765
0.0,0.69,0.31,0.9118
0.0,0.684,0.316,0.9022
0.0,0.917,0.083,0.2255
0.0,0.762,0.238,0.9041
0.16,0.681,0.159,0.2453
0.0,0.927,0.073,0.2263
0.05,0.759,0.191,0.9512
0.0,0.717,0.283,0.7717
0.071,0.807,0.123,0.7794
0.08,0.837,0.082,0.7959
0.0,0.81,0.19,0.9534
0.061,0.75,0.189,0.5562
0.036,0.768,0.196,0.9942
0.019,0.802,0.179,0.9783
0.046,0.732,0.222,0.9639
0.007,0.717,0.276,0.9942
0.046,0.617,0.337,0.9882
0.107,0.709,0.183,0.6798
0.07,0.854,0.076,0.342
0.147,0.708,0.145,-0.0339
0.052,0.735,0.213,0.865
0.056,0.738,0.206,0.8201
0.05,0.807,0.143,0.6246
0.052,0.823,0.124,0.8307
0.0,0.862,0.138,0.4927
0.027,0.774,0.199,0.922
0.0,0.87,0.13,0.6369
0.021,0.759,0.22,0.9451
0.0,0.815,0.185,0.7755
0.068,0.679,0.253,0.8323
0.088,0.878,0.034,-0.6037
0.145,0.744,0.112,0.0616
0.0,0.804,0.196,0.8761
0.0,0.789,0.211,0.7717
0.0,0.86,0.14,0.5994
0.052,0.762,0.186,0.7184
0.0,0.65,0.35,0.8834
0.352,0.56,0.088,-0.821
0.14,0.773,0.087,-0.3737
0.124,0.76,0.116,-0.0516
0.066,0.804,0.13,0.8526
0.087,0.63,0.283,0.7663
0.0,0.77,0.23,0.93
0.052,0.777,0.171,0.7076
0.0,0.541,0.459,0.9459
0.0,0.935,0.065,0.5859
0.06,0.851,0.089,0.3461
0.0,0.783,0.217,0.9014
0.083,0.514,0.403,0.904
0.049,0.797,0.154,0.8481
0.163,0.725,0.113,-0.4588
0.0,0.746,0.254,0.7003
0.319,0.579,0.101,-0.9329
0.239,0.607,0.155,-0.4127
0.0,0.772,0.228,0.9646
0.0,0.777,0.223,0.8908
0.0,0.917,0.083,0.4404
0.181,0.819,0.0,-0.7351
0.0,0.763,0.237,0.9039
0.0,0.838,0.162,0.7615
0.094,0.813,0.093,-0.0024
0.0,0.496,0.504,0.9732
0.0,0.819,0.181,0.9166
0.0,1.0,0.0,0.0
0.037,0.777,0.186,0.8293
0.0,0.787,0.213,0.5574
0.0,0.86,0.14,0.6183
0.0,0.768,0.232,0.9861
0.099,0.565,0.336,0.9618
0.0,0.757,0.243,0.9538
0.0,0.617,0.383,0.9516
0.0,0.825,0.175,0.6792
0.0,0.75,0.25,0.7906
0.0,0.608,0.392,0.9503
0.031,0.854,0.115,0.9712
0.0,1.0,0.0,0.0
0.0,0.659,0.341,0.807
0.0,0.802,0.198,0.9022
0.03,0.77,0.201,0.835
0.052,0.632,0.316,0.963
0.0,0.7,0.3,0.975
0.092,0.796,0.113,0.6068
0.096,0.591,0.313,0.7734
0.0,0.89,0.11,0.3818
0.0,0.738,0.262,0.8739
0.0,0.753,0.247,0.9403
0.0,0.795,0.205,0.9375
0.0,1.0,0.0,0.0
0.029,0.711,0.26,0.9689
0.0,0.883,0.117,0.4926
0.0,0.746,0.254,0.9703
0.031,0.872,0.098,0.9301
0.0,0.742,0.258,0.9168
0.0,0.811,0.189,0.765
0.054,0.715,0.231,0.9082
0.0,0.65,0.35,0.8655
0.021,0.788,0.191,0.9672
0.047,0.828,0.125,0.852
0.0,0.788,0.212,0.7893
0.0,0.577,0.423,0.9466
0.0,0.688,0.312,0.922
0.0,0.684,0.316,0.8126
0.0,0.683,0.317,0.8908
0.0,0.68,0.32,0.8553
0.0,0.709,0.291,0.8932
0.101,0.621,0.278,0.8516
0.081,0.71,0.209,0.7235
0.019,0.824,0.157,0.8749
0.016,0.723,0.261,0.9812
0.0,0.731,0.269,0.8333
0.035,0.852,0.114,0.5876
0.0,0.577,0.423,0.9217
0.015,0.796,0.189,0.9889
0.101,0.828,0.071,-0.5528
0.0,0.7,0.3,0.807
0.0,0.833,0.167,0.7003
0.0,0.576,0.424,0.9186
0.017,0.862,0.121,0.8655
0.036,0.865,0.098,0.9618
0.0,0.927,0.073,0.4933
0.0,0.828,0.172,0.9609
0.04,0.675,0.285,0.8689
0.129,0.715,0.155,0.1191
0.129,0.758,0.114,-0.101
0.088,0.738,0.174,0.794
0.0,0.898,0.102,0.8043
0.0,0.635,0.365,0.9872
0.0,0.776,0.224,0.9531
0.122,0.735,0.143,0.1285
0.0,0.603,0.397,0.9589
0.0,0.776,0.224,0.8597
0.0,0.658,0.342,0.9184
0.0,0.581,0.419,0.9612
0.107,0.893,0.0,-0.5927
0.123,0.858,0.019,-0.8479
0.059,0.798,0.143,0.9816
0.37,0.581,0.049,-0.8327
0.044,0.873,0.083,0.8325
0.146,0.753,0.101,-0.5222
0.021,0.707,0.272,0.9628
0.0,0.816,0.184,0.7096
0.0,0.748,0.252,0.7506
0.029,0.855,0.116,0.8845
0.0,0.897,0.103,0.904
0.0,0.654,0.346,0.9363
0.06,0.64,0.3,0.9128
0.041,0.7,0.258,0.9048
0.08,0.849,0.071,-0.4822
0.052,0.67,0.279,0.8883
0.104,0.896,0.0,-0.6808
0.0,0.905,0.095,0.3182
0.134,0.705,0.161,0.2942
0.095,0.816,0.089,0.287
0.089,0.911,0.0,-0.7364
0.085,0.805,0.111,-0.1989
0.096,0.84,0.063,-0.2127
0.0,0.703,0.297,0.8221
0.038,0.794,0.169,0.8209
0.04,0.809,0.151,0.8237
0.063,0.838,0.099,0.2937
0.093,0.837,0.07,-0.1531
0.174,0.769,0.057,-0.5994
0.0,0.544,0.456,0.9738
0.094,0.672,0.234,0.8074
0.061,0.78,0.159,0.9535
0.027,0.688,0.285,0.9638
0.046,0.81,0.144,0.8652
0.0,0.829,0.171,0.8173
0.028,0.857,0.116,0.926
0.0,0.846,0.154,0.8287
0.145,0.855,0.0,-0.4731
0.083,0.643,0.274,0.7906
0.092,0.813,0.095,0.2862
0.058,0.84,0.102,0.7333
0.0,0.627,0.373,0.944
0.025,0.704,0.27,0.9584
0.032,0.674,0.294,0.9521
0.0,0.814,0.186,0.8206
0.116,0.592,0.291,0.8392
0.0,0.704,0.296,0.9612
0.0,0.679,0.321,0.8176
0.0,0.645,0.355,0.9359
0.0,0.904,0.096,0.63
0.0,0.722,0.278,0.9757
0.056,0.803,0.141,0.9431
0.071,0.76,0.169,0.836
0.0,0.759,0.241,0.807
0.0,0.574,0.426,0.9538
0.014,0.882,0.104,0.9072
0.0,0.717,0.283,0.7964
0.0,0.741,0.259,0.8417
0.034,0.642,0.325,0.9539
0.035,0.635,0.33,0.9829
0.0,0.759,0.241,0.9363
0.0,0.756,0.244,0.9371
